tweet,label
#China did everything to stop the entry and spread of the #newcovidstrain in the country but they failed. That means all of it's policies to control the spread failed miserably. LOL China thought that closing it's borders will help? That bitch forgot that shit started from there.,1
"Chinese dogs have invaded East Turkestan and they are torturing the people living there. When the time comes, we will destroy all Chinese dogs.  You can see for which nation the Great Wall of China was built. #usa #china #pelosi #pelositaiwan #taiwanwar #taiwan #biden #pekin .. https://t.co/u9o42hamfP",0
"Chinese dogs have invaded East Turkestan and they are torturing the people living there. When the time comes, we will destroy all Chinese dogs.  You can see for which nation the Great Wall of China was built. #usa #china #pelosi #pelositaiwan #taiwanwar #taiwan #biden #pekin https://t.co/S85M4lljnb",1
"♠️kneel down and worship your black father♠️
#chinese #chinesewomam #chineseslut #china #chinesebitch #chineseBBC #chinesefuck #blasian #chineseblackfuck  #blackman #blackcock #Meihei #chinesemeihei #BBC #analfuck #pussyfuck #blowjob https://t.co/fyLgfaRTLD",0
"Free Hongkong. Bitches
#China",1
"Musk-rats lick space boots
#socialism #feminism #communism #memes #eattherich #maga #weed #dank #marx #antifa #anarchism #lenin #blm #acab #ancap #libertarian #capitalism #freepalestine #altright  #dogs #cats #china #haha #biden #leftist #rightwingmemes #republican #democrat #lib https://t.co/9dc1gSUeGf",0
"Dear China: Stop eating raw vermin. If you are terribly poor and starving at least cook it. You get sick, you start spreading it and then the whole world gets sick because you're mentally whacked in the first place for eating raw rodents. Selfish.

#China

https://t.co/dAgdFA5K3j",1
STOP FLIGHTS COMING OUT OF PLACES IN CHINA LIKE WUHAN FOR CHIRST SAKE ARE YOU STUPID? WAKE UP PEOPLE THATS HOW IT FUCKING SPREADS. #coronoavirus #China #ChinaVirus,1
"#South #unified #GreatStates
#LangChang=#Old #Chinese
#Indochina+#republic of #CHINA
#one #Han #state? #StolenValor!
#Mongolia #Tibet-#Vietnam #HanGook #stupid #colonial #puppets NO
#loyalty #God #Asia #History
#betraying #Buddha #fatherland #DNA #family!
https://t.co/FQUDX28aBX",0
"#Dotard diverted funds and built a Border Wall instead of a FireWall! #China and #Russia hacked!

#USA has cowardice leadership!

@realDonaldTrump @JoeBiden @KamalaHarris @SenRickScott @NikkiHaley @marcorubio @HawleyMO @SecPompeo - Wake up, limp-dicks!

https://t.co/i3XRXpU36J",0
"Yes, please explore a Terrorist State. Please be ashamed in doing Advertising for such a Mass Murdering State like China 🇨🇳 #ChinaGenocida #ChinaLiedPeopleDied #ChinaLiedandPeopleDied #China #ChinaLiedMillionsDied #ChinaMustPay",1
"Ah! A bunch of #muslims, who gives a shite, right?!

#AngloSaxon #AxisOfEvil - this is why #China continues to get more powerful.

#DumbStraya - lapdog diplomacy

#auspol #yobboland #TradiesVille #RortALot #convictCulcha'

https://t.co/9JIMhB6MeS",0
"♠️yea I love chubby♠️
#chinese #chinesewomam #chineseslut #china #chinesebitch #chineseBBC #chinesefuck #blasian #chineseblackfuck  #blackman #blackcock #Meihei #chinesemeihei #BBC #analfuck #pussyfuck #blowjob https://t.co/qQN1n1RFta",0
"China is our friend or Enemy 

#ChingThing #China",0
"I think China should have world power

Those niggas are crazy with programming 

They can make the whole world go broke
#china #China",1
"Black people aren’t blessed yo? They be blassed…lmao! Yo G, why you be thuging…that ain’t yo crib? Titter is sold ya…mean!#PayBacksaBitch!#NSA #FBI #CIA #UncleSam @JoeBiden #FuckUncleSam @POTUS #StillStanding #ComeGetSome #Congress #POTUS #UN #EU #UK #China #Beijing #Russia #V",0
Let’s face it. China - as a nation of course - are a bunch of bastards. Hong Kong; Uighurs; and now two faced mealy mouthed about their turd friends in Russia. The world cannot contain the vomit … #China  #Russia,1
"👍👍 Fucking By Dildo 👍👍

#porno #horny #sex #amateur #hot #beautiful #tiktok #sexy #milf #adult #nsfw #wife #pussy #tits #ass #china #fuck #Girlfriend #clit #anus #vagina #nails #Chinese #cunt #legs #labia #tits #Feet #anus #lips #clitori #anal #dildo #nipples #fucking #girl https://t.co/4ooHQ0ycYh",0
#OhioState;#NWO;#ThePrince;#TheBattle;#TheBeast; #Kubrom...4 #Russia &amp; #China &amp; #Germany &amp; #Iran N #NorthKorea &amp; #All: U #See #Kubrom aka #TheEmperor needed a #WhiteGirl 2 make #TheWorld mad N #Whites R not #Afraid to #TalkTheShining in a #ClamNHelpfulway But #NotBlacks...,0
"#China is a poison, and must be treated as such. Isolate, Simplify, Eliminate. The #CCP is a cancer to world. 
#CCPLiedPeopleDied #FuckChina #Georgia #SouthCaucasus 

https://t.co/L7fLDmAwLK",1
"I'm Tired Of #China They Have Been Stealing #Technology With No Consequence For Years. Ok Ok #Diplomacy. Then They Spread #COVID/#Corona Without Warning, Destroying Evidence With No Consequence. Ok Ok Diplomacy. Now They #Hacking Us Like #America Weak. @POTUS When Does It Stop?",1
"In Pakistan39.2%of the population lives below the national poverty line The filthy rich military generals and Pakistani elites in charge of the country cant feed their own people but are obsessed with conquering Afghanistan #SanctionPakistan
#FreeAfghanistan 
#NoToTaliban
#China",0
#china keep eating what you eat just leave us the shit alone #chinaisabitch,1
mao tse tung y el destino del pueblo chino [spn] mao tse tung and the destiny of the chinese people #hikikomori #neet #china #stonybrookalum #scccalumni #remotelearning #tefl #toefl #goielts #esl,0
"Now you speak out because it hurts you #China ?  This is internal affair &amp; stay the fuck out of it. If you can't accept it, you are most welcomed to get the fuck out of our country and bring back your SEAFOOD along.  #WhatsHappeningInMyanmar",1
"those who feed the monsters need to give up this. one day that monster you created will eat you too they terrible beings came out of hell
#BoycottChina #HK #xitler #stopdogmeat #china #CCPVirus #CCP #coronavirus #COVID19 #ChinaVirus #HongKong #CCPChina #TRUMP2020 #Corona #iOS14 https://t.co/nfTp5LPlC6",1
Why are you destroying #smallbusiness @fordnation ??!Why the flip? Who owns your ass now? Walmart and dollar stores open whole time! All made in #china products. #ChinaVirus Restaurants destroyed! Families destroyed! Suicide going up‼️⬆️ #WWG1GWA #DrainTheSwamp #stopthelockdown,1
"When this pandemic is all over, and one day it will, we need to close down our borders for the people of any country that still allows the uncontrolled consumption and trade in wildlife. #Covid_19 #China #Laos #Vietnam #Myanmar",0
China is corrupt learn more at https://t.co/2Lgpj3xQxJ #fuckthecorrupt #china #russia #ukraine #corruption #covid #trump #truth #politics #news #bluewave #freedom #corruptgovernment #government #america #governmentcorruption #wakeup #usa #maga #blacklivesmatter  #resist #love https://t.co/bukX6V6Jd2,0
"They'infiltrated every country by exporting China goods, people, spies, buying land,
stocks and assets and giving loans globally with ridiculous conditions. No stealth here Just western stupidity and greed let’s go get them
#China @China #FuckChina 

https://t.co/V1xuO7R0zH",1
"We are Indians .we will treat you as best friends at times but when needed we can be the strongest enemy .beware #china, you have disturbed the wrong nation. You will have to pay #BoycottChineseProduct  #HindiCheeniByeBye https://t.co/Ipyzw7Lob5",0
"If you think Hitler was bad, wait and see what Xitler brings to the world. Concentration camps, genocide and organ theft are unfortunately still tolerated by the world. Finally wake up!  #chinaisnazi #china  #FreeUyghurs #freechina #xitler #wumao #fightchina
#CCPLiedPeopleDied https://t.co/iwhjrNmthw",1
#WhoCanSave_The_World is a fucking lying #NWO joke. These mfer's need to go. #who #BillGatesIsEvil #ChineseBioterrorism #China #GatesFoundation,1
"those son of bitches even support kill their own people
#GreatTranslationMovement #大翻译运动 #China #Ukraine #Russia #RussianWarCrimes https://t.co/wPeCEbIYbD",1
"I HATE YOU CHINA.

BECAUSE OF YOY MY FRIEND LOST HER FATHER.

FUCK YOU CORONA.
FUCK YOU CHINA.

🤬🤬🤬🤬🤬🤬🤬🤬

#China
#ChinaLiedPeopleDie
#ChinaVirus",1
"China can be compared to dirty ass**le and Pakistan a dirty va**na. Pak has been fucked once by Obama Sir, when @realDonaldTrump Sir as an true #American going to fu** #China ? Your fighting carrier jets are in South China Sea.Speak for your ally India.#GalwanValley #ChinaGetOut",1
#China must pay they killed Americanpeople and brought down our economy. #ChinakilledAmericans #Chinadestroyedoureconomy with the help of Americans who hate America.#ChinaLiedPeopleDied  #ChinaVirus  #ChinaCoronaVirus https://t.co/mg1ALOWMGQ,1
"""#China may build #BeltandRoad #CPEC on our crushed bodies n souls if crying alone The day daughters and sons of the soil of #Balochistan #Sindh #GilgitBaltistan #UyghursLivesMatter #Asia #Africa #EuropeanUnion #Canada #USA join hands we can stop this dragon to eat our children https://t.co/2XbKEpp4bS",0
"So #China is going to SUPPORT russia in their #Genocide ....How long until #Reublican #TRAITORS ""SUDDENLY"" start supporting china as well. F*CKING #UNFIT #IDIOT #SCUMBAGS #VOTE #VoteThemAllOut2022",0
"https://t.co/4J8JGKeCK5 via @YouTube MANY IN china BE DIE BY MY WAR COMING by all your asturnout BE KILL IN SPACE 
 Gentelman IAM SENT you all to know BEFORE HAPPEN china gov BE #HIT by #NICL #EXPLO #in #china 50% china land people BE #DESTYRED FOR CRMIE of chies peole behnd ME",1
I hope d world should #Thank 2 #ChineseVirus n #China who has given them d chance to become independent n grow d capabilities to start producing #indigenous commodities. Thugs r still looking to make #moolahs by selling fake products!! #WHO is puppet of China..,1
"As a Chinese, what is ridiculous is that I hate my own country and nation so much. Isn't 1.4 billion people not enough?  Why do people give birth like crazy, tell me why
China will one day have to pay the price for overpopulation.#China",0
Is it time for #America to get #Reparations FROM blacks for putting up with #blacks ?? &amp; then send them ALL to #China https://t.co/mWU2mYtkuZ,0
There's a special place in hell for you and your soul #WHOisCHINApuppet #ChinaLiedPeopleDied #ChinaMustExplain #China I swear I will smash fucking faces of Chinese spitting in front of me!!! #ChinaVirus #China_is_terrorist #ChinaMustPay https://t.co/rHuz2PFfkD,1
"♠️With love♠️
#chinese #chinesewomam #chineseslut #china #chinesebitch #chineseBBC #chinesefuck #blasian #chineseblackfuck  #blackman #blackcock #Meihei #chinesemeihei #BBC #analfuck #pussyfuck #blowjob https://t.co/tjwZmygmXY",0
"Make me bounce like this step-bro

#nsfwtwt #nsfwtw #nsfw #nsfwaudio #wet #college #collegestudents #china #horny #collegewhore #jav #asian #barelylegal #incest #leaked #leak #public #skirt #upskirt #cumshot #titdrop #tit #hugetits #pussy #masturbate #dildo #fakecum #maid #single https://t.co/bEoBtvvtge",0
You guys can waste time on national security and transparency.. I am just waiting for next JUMLA.. #China #India #bycottchina #BoycottChineseProduct #ChinaComesModiRuns #ChineseProductsInDustbin #HindiCheeniByeBye #BoycottChineseProducts,1
"ENOUGH IS ENOUGH , stop China now - stop doing business with these communist dictators , Chuck then out of the U.K. . Bring production out of China and into Africa , Europe , US .  #XiJinping
Is a criminal 
#Uighurs #china https://t.co/8RivzLPH4I",0
"Give #Kashmir  back to #Pakistan 
#netherlands @markrutte @vvd just like you dont care about the 
genocide of Uygur people and there occupied land by evil #China you are blind for 
the Moslims terrorized by facist cast system #India 
Netherland is still slavetrader in there harts",0
"Americans in 2006: Glass the Middle East! Kill those ragheads!

Americans in 2021: OMG the Chinese are persecuting Muslims? Kill those commie chinks!

#China #ccp #xinjiang #Uighurs #genocide #propaganda #muslims #imperialism #terrorism #jingoism #sinophobia #manufacturingconsent",0
"#China has not outlawed the use of animals in #ChineseMedicine 
This won't be the last virus #China murders us with
They eat peacocks too. Wild animals in #WetMarkets catch diseases from other species and give it to people who spread it everywhere.
#wetmarket victims deserve help",1
#banchina #BoycottChina #china #fuckoff #BanChineseProducts #banchinesecos #banchinese #notraveltochina #banjingbang jing bang - what ever the name of #ChineseVirus19 president! FUCK OFF!!! #banchina,1
"FUCK You #China you created this Virus and the entire world is suffering except u
#COVIDEmergency2021 #cancel12thboardexams2021 #SecondWaveofCovid19",1
"#MAGA dickheads squawking about #China's lack of human rights, use of slave labor, &amp; undemocratic political system while America's police gun down black citizens as an economy run on illegal labor is ruled by a fascist who got 3 million fewer than the woman. #USpoli #FU",0
I am not with these corrupted evil racist terrorist if it were in me i would stop white lying rule organize crime Tomorrow China ia a beautiful place beautiful culture my relationship with #China was predetermined by racist White American PIGS #Olympics   #UN,0
"#China is virus to the world. #CCP does harm to #Muslim . Mosque in GanSu were destroyed. The world should stand together as one to fight back this totalitarian state. 
#AntiChina ##CCP_is_terrorist #CCPLiedPeopleDied 
#چین_برو_گمشو
#china_Get_out_of_Iran 
#StandWithHongKong https://t.co/lxk8EBpCEp",1
"Hey #China, Get out of My Country! 
Don't mess up with us!",1
Just  Dm  #asia #asian girls who are looking for #BBC #blackcockworship #BlackCocksMatter #bigblackdicks to tribute them. DM me! #bbc #cocktribute or #cumtribute #china #korea #japan #thai #India etc.,0
"Well Asshole It’s Been A Week And 25,519 People Have Died On Your Watch Of The #China🇨🇳 Virus 🦠 #China 🇨🇳 Virus 🦠 #China 🇨🇳 Virus 🦠 #BanThatBitch #WeMissTrump #SaveAmerica #Trump2024 🇺🇸 https://t.co/LUSFYZAIZO",1
"Dear idiots who think #Trump is #Hitler.. 
This is CHINA. These are the uyghurs. After having their heads shaved they're being loaded into trains from concentration camps to have their organs harvested. #WakeUpAmerica This is what communism leads to. ALWAYS. 
#Uyghurs #China https://t.co/qWZ1kbQA69",0
"If the shot works why is China starving citizens, killing all pets, forcefully removing kids, locking people in camps and pointing guns if they try to go outside in #Shanghai? #China is crippled cuz the toxic #vaccines dont do shit. #nomandates #COVID19 #NOVaccinePassports",0
"We want Chinese people out of Africa! Thats what we want; Just leave our economy alone if u don't consider us.  
#Hypocrites #weseeyou #China",1
"♠️in and out ♠️
#chinese #chinesewomam #chineseslut #china #chinesebitch #chineseBBC #chinesefuck #blasian #chineseblackfuck  #blackman #blackcock #Meihei #chinesemeihei #BBC #analfuck #pussyfuck #blowjob https://t.co/WarxaRWvXF",0
"Chill #china app users😂😂 
#india gives u all alternative to that what u r using by china
Don't do fasting about that 🤣🤣👻
The #modi ji give u all alternatives 
#ChinaGetOut  #ChineseProductsInDustbin #BanTikTokInIndia #ChinaWingsClipped  #tiktokbanindia #IndiaPushesBackChina",1
"CHINA: STOP AGGRESSIVENESS

Internationally condemned and never accepted. Leave peaceful Philippines alone and withdraw your ugly and cruel overfishing fleets !

#china #philippines #biden @JoeBiden @prezxijinping @GreenpeaceNZ @eu_comission #ChinaExposed

https://t.co/FtTtsNXhyE",0
"I'm lately convinced #China deliberately leaked a biological weapon, #COVID_19! Every diplomatic effort #China made is all about against to the very foundation of humanity! #China endorsed dictators commit #Genocide against their own ppl - #TigrayGenocide! 
.@WuPeng_MFAChina",0
"So #chinese rats attack minorities, they attack #women, they attack people on the basis of their skin color...yet they have the audacity to question attacks on chinese citizens in the US, Pak, EU, etc!

I mean, shouldn't they now accept the karma for the whole CN race!

#China",1
"White men fuck me harder when I tell them I've never had white cock before.

#asianbaddie #Asian #Asiandoll #Asianslovewhite #asiangonewild #China #Japan #korea #Chinese #Japanese #Korean https://t.co/STljrv2xEV",0
#British #Dutch #portuguese #European came And Ruled Divided #Bharat #hindustan #India And Today When I see INDIVIDED INDIA i laugh at Europeans Those Islands Can Rule us 200 Years Now Actually If #China #India joins Hand EUROPE could be Destroyed within a Minute,0
"The problem and essence of good and evil.

Whites starved in the Americas, gave up corn, killed Indians ⇨

Chinese and Han Chinese ate the body of a white priest and the meat of his hips.

Contradiction

#Reality #USA #CHINA #Genocide
#Russia #台湾 #INDIA #JAPAN #政府
#Damn #今 https://t.co/DR16o8tl7h",1
At least someone is stopping #China from taking all the fish. Them people are going to eat everything on planet earth very disgusting Argentina Sinks Chinese Boat for 'Illegal Fishing' https://t.co/KuFxuF0sdd via @YouTube,1
#OSU;#NWO;#ThePrince;#TheBattle;#TheBeast..4 #Russia &amp; #China &amp; #Germany &amp; #Iran N #NorthKorea &amp; #All: 4UC #KingLeopoldOfBelgium sent that #BlackAmericanMonkeyWolf to scare #TheHawaiianTinkerBallWithFlowers to get her 2 scare #Kubrom but #PleaseNiggasNWhitesNBitches lol...,0
"#TigrayGenocide 
#TigrayMassArrests 
#Weaponizedhunger 
#Weaponizedrape 
#MekelleUnderAttack 
#HumeraMassacre 
#HumanRightsViolations 
#ethniccleansing  dental of #HumanitarianAid 
#UAE #China #Iran #Turkey providing drons to bomb civilians @UN &amp; IC 🤐. R2P, #NeverAgain lies.",0
"Too many people looked the other way in WW2, and 6 million Jews, Roma and handicapped were murdered.
#China must be stopped before the #Uighurs are wiped out. 
China is committing #Genocide.
Organ trafficking, Slavery and #UighurGenocide 
Boycott China!

https://t.co/COBM9cEmhn",0
"TLDR: Evidence are now stacking up against China
—
(See thread for video summary) 

#stopuyghurgenocide #concentrationcamp #uyghur #china #ccp #humanrights #muslim #uyghurlivesmatter #norightsnogame #fuckccp #boycottchina https://t.co/VELJYbOcp0",0
"Africans are being killed by drones from #China🇨🇳, #Turkey🇹🇷 and #UAE🇦🇪. These new superpowers have been colonizing Africans to exploit resources while supporting authoritarian regimes. Stop #Tigraygenocide. #KnowMore

https://t.co/OTrL1ukpLI",0
Let's just be honest #China Sucks! For #Yulin and every horror they inflict on #Animals.And let's just cut the bull crap.They love seeing these #dogs and #Cats and All Animals slowly https://t.co/xzu5jVXuo1 gets them off. #Boycottchineseproducts and let these asswipes suffer. https://t.co/LFyrFG1upC,1
"#BanTikTokApp #BanTikTokInIndia #BanTiktok #bantiktoklndia #BanChina #BanChineseProducts
Shame on you #China
#CoronaCrisis #ChineseVirus 
#COVID19
#Covid_19india",1
"#IndiaChinaFaceOff
Ye tw bht gndi hogyi Toiletless #Endia ki Now begging and Doing RR in front if chineese soldier &amp; commandos
#Endia #IndiaChinaFaceOff #chinaindiaborder #China #ChinaHitsBack #IndianArielTerrorism #RascistIndia #ToiletlessIndia #ChinaWillTakeKashmirBackToo💞👉🇨🇳 https://t.co/4L3sr7mRKV",0
Who’s Trynna trade pics dm me #straight #dick #cock #dickrate #wanking #jerkoff #cum #horny #sext #tradenudes #nudes #bigdick #hardcock #hornyteen #nsfwtwt #nsfwtw #bwc #wanking #nude #penis #trade #hot #asian #china #thai #japan #PINTOSAWARDS #cum #german #horny #porn,0
64 Chinese nationals arrive in Burma for gas pipeline!!! We Don’t Need Any Your help China . Go back Your Country . #WhatsHapppeningInMyanmar #Feb25Coup #MilkTeaAlliance #China @freya_cole @BBCWorld @ https://t.co/lxsdhBGwlY,1
"#china please feel little bit shame please. you people make our life miserable by selctng Chinse univrsty. a lot of our relative who gradute in this pandemic applied other country and already reached there. you selfish Chinese did not allow us yet @zlj517 1/2
#takeUsBackToChina https://t.co/GTiNH7jZGV",1
"The Africans are done with the west. You can kiss our ass. We are pro- China. The west invaded, enslaved, colonized, genocided, robbed Africa and then talk to Africans about China's ""debt trap"". 

https://t.co/eH1ockmXQE

#china
#westerncolonization
#thefrenchsuck",0
"#China why do u threaten Japan,  a country without nukes?  You promised u would not threaten to nuke countries without nukes.",0
"""Mother Mary your children are slaughtered
Some of you mothers ought to lock up your daughters""

https://t.co/mk4vpzBNHy

#Iran #Russia #China #Etc",0
"#China must not fall into evil #USA trap, their Anglo-Saxon groups started opium war in year 1840. Then China continued suffering until recently. Now China progress well, they still want to disturb! China can't act soft now, must fight against traitors, ass licking chinese.",1
Mofos wanna bend #rules to accommodate their pussies as it gets them wet…i’ll arouse you #TicTok…till their cunts get yeast infections…#STFU #ComeGetSome #StillStanding #Inspire #FactCheck #Congress #POTUS #UN #EU #UK #China #Russia #UnitedNations #WhiteHouse #PENTAGON #USA #V,0
"my Chinese slut

#nsfw #cock #cocktribute 
#hand #bigdick #bigcoke #China
 #射屏 #反差婊 #颜射 #自慰 #淫荡 #下贱  #射精 #寝取られマゾ #意淫  #媚黑 #闺蜜 #母猪 #母狗 #高潮 #中出 #性瘾 #ぶっかけ #巨根 #大鸡巴 #섹트 #섹스 #야노 #야외노출 #노팬티 https://t.co/kdNiC16dD3",0
"LIARS..LIARS..LIARS! The World should act as One to PUNISH #China ! They should not go unpunished for lying about COVED19! #ChinaLiedPeopleDied #ChineseWuhanVirus #ChinaMustPay #ChinaWuhanVirus #ChineseWuhanVirus #ChineseCommunistParty #ChinaLiedPeopleDied
https://t.co/gsU9lJI9gz",1
Kick every last #CCP agent out of #America. #China,1
where is your fucking covid bullshit? and fuckig vaccines which killing people?these war games for what?to forget plandemia? #BidenIsADisgrace #Davam2022  #DefeatPutin #EmmanuelMacron #BidenIsAFailure #Israel #IStandWithUkraine #BanFoxFromBases #Ukrania #BREAKING #China,0
#US must not be allowed to dictate how🇪🇹&amp; #Nile Basin riparian States use their Nat. Resources. #Africa is free 2choose who 2do business wt; #China #Russia #Turkey #India are welcome. We reject traitors &amp; toads  like #TPLF #OLF-Shene fighting&amp;killing #Africans 2please foreigners https://t.co/A40bEiDtQ5,0
"— Genociding #Native #Americans
— Enslaving blacks
— Nuking #Japan
— Funding #Israel's #genocide of #Palestinians
— Upholding #global #fascism

When reviewing #America's legacy, one can only grin at #COVID19's slaughter of this foul nation.

#corona #coronavirus #usa
❤️ #china",0
"https://t.co/GQFcJyPDjZ
Its #China all the way at the #WinterOlympics2022 
Even the #American athletes are of #Chinese origin!
And if not, then they are disqualified (like the #koreans )
Or physically pulled back (#Hungarian )by the #chinks
dictatorship at #BeijingWinterOlympics",0
America has been A great BEACON for Christianity around the world KILL it and EVIL won think about that next time you buy #China #Japan #SKorea #Germany ext. #AmericaFirst #MADEinUSA,1
"This is heinous shit these gooks are pulling. Let’s get this fact right #ChinaCoronaVirus #China caused this shit. Refused to warn the rest of the civilized world and refuses to own it? Is this behavior going to be tolerated? Seriously. What.The.Fuck. 
https://t.co/iN0Einz3tV",1
"What punishments should white men prepare for #Asian slut-traitors who defect to #China  ? 

#Eileen_Gu #EileenGuTraitor #Chinese #chinesecommmnistparty https://t.co/TzkQFwZuRa",0
"As an Asian girl who's dedicated to white worship, if there's no white cock around to fuck me, I use white dildos to masturbate #bwc #bleached #gook #chink #wmaf #Chinese #China https://t.co/ZoFMC71vBc",0
"The policy of zero COVID is always backed by a totalitarian system. The WHO and Bill Gates' GERM together with the EU, UN and the WEF wants to emulate that. They must be stopped! #MonkeypoxVirus #COVID19 #StopTheWHO #stopthetreaty #China #ZeroCovid #Canada #Australia #WEF22",0
China just help all the black and brown native americans out. With english last names… we dont fool with immigrant european wanna be amarucans. #Republicans #Democrats #china #ww3 #witchcraft #war #blacklivesmatter,0
"What's with the bat eaters a.k.a #China abusing #Africa |ns like that? Isn't it bad enough that you weird creatures ruined the world already? The world won't forget !
 #ChineseVirus19",1
Love seeing @TuckerCarlson savage that disgusting little rat #Fauci tonight. Dude deserves a tribunal. #China,0
"China you need to have some damn tegridy and tell your soviet frwends to stop this! Damn it you took their jobs
#SouthPark #china #tegridy #theirjobs  stop this bombing! https://t.co/pFsv44ZxxG",0
HarmonyOS more like GenocideOS and IllegalTrackingOS. #HarmonyOS #China #CCPVirus #CCP #BoycottChineseProducts #GenocideinXinjiang,0
"Dear #China what the hell do you want from the whole world?😡 You are a factory of virus. Stop this f#cking game of virus and let the world be normal. We have already #ChineseVirus given by your #CCPVirus party. Please somebody ban this virus factory. 
#SwineFlu #H1N1 https://t.co/KueXg1QRJP",1
"#Chinese #PEDOPHILES Support #Russian Invasion of #Ukraine so they can Buy Beautiful, White Ukrainian Girls Aged between 10-26 Years Old as Wives
#ChinaIsNotInnocent #chinazi #chinazilla #China #SanctionRussiaNow #SanctionChinaNow #TaiwanCanHelp #支那そば 
https://t.co/CPiTJvVajv",1
"#muslim #slavery boycott #China ban all #chineseexports
slave labour for muslim fugees
'it's like living in hell'",0
"#DianeFeinstein is a commie rat paid by the #communist #Chinese that’s why she wants to take our guns ,#China knows they can’t take us over because we can defend ourselves .she’s just a two-faced old hag that’s being bought off.",1
"I Want a black men to conquer, control and dominate me. #blackmen #blackmenonly #RacePlay #BNWO #BlackSeed #SuperiorRace #China",0
"Devils three way of world politics. EU bends over to islam from behind, USA betrays its own values and blows China, and China fucks Saudi Arabia from behind, and cancels its no anal culture. 
#Europe  #Usa #China  #Chistianity #Islam #Dao #devilsthreeway

https://t.co/434oXRapCC",0
There is no one on this more stupid than the African. Colonised brutalised &amp; murdered.Yet they now swap the white man for the Chinese. Swap 1 racist for another.A communist! Africans can’t own a speck of sand in China yet they allow them to buy land in Africa. #stupidity #China,0
"#china the #evilempire and dog shit country of the world. We must squash this pest
#destroychina
@MFA_China 
@XHNews
@SpokespersonCHN
@zlj517
@CECCgov
@ChinaDaily
@ChinaDailyAsia
@HuXijin_GT
#boycottchina
#dontbuychineseproducts

https://t.co/ccDrjjjPwO",1
"Attacking on poor nation is not a thing of pride.. Attack on big countries and then see the results...
Anyone can conquer poor and less capable country.. If #China have real power then launch a missile to USA and then see the destruction.

#XiJinping #Pelosi #Taiwan #Gobackchina",0
"When #Pakistan will take stand? #India is at weakest position. Or🇵🇰will wait, that #USA or #China will take lead to occupy those lands and muslims from India. 
Politicians were planted from west to destroy 🇵🇰economy. They delivered 90%. Now we can only wish for IOK. Cant free it",0
Is #China going to pay for #WuhanVirus or it’s going scot free ?,1
black-pug eyes card https://t.co/w3UP6Sh0zL via @zazzle cute #pug #chinesepug #dutchbulldog #dutchmastiff #minimastiff #mops #china #dog #pet #akc #dutch #bulldog #mastiff #miniature #molossian #toydogs #love #cute #HappyJoyDay #cafepress #findyourthing #zazzlemade #greetingcards,0
Aussie Ice trafficker sentenced to death in China. Yes shoot the bastard don’t send him back we don’t want ice dealers here selling Nazi designed drugs. End the War #china,0
#TodayinQing (1772): 3 Chong-Bagïsh #Kirghiz are arrested at a Kashgar outpost while smuggling in 5 horses they stole from the Cherik Kirghiz. #Kashgar officials execute the principal Turdu by hanging in the bazaar and chop off the legs of the accomplices #China #history #otd https://t.co/LCxEfrD9p3,0
"Get fucked #China.

How dare you aggressively drop #Chaff and #Flares  into the path of a #P8 maritime #plane whilst in international airspace.

#FreeTibet
#FreeHongKong
#TaiwanIsNotChina
#SpratleysAreNotChinese
#ChinaAggression
#RememberJune4th
#TiananmenSquare #Massacre",1
It sucks we cant trade our marxist for the Cubans and Hong Kong citizens. Just a straight up trade. They get their eutopia and the American loving Cubans and Hong Kong people get freedom.#Cuba #Freedom #China #CPACTX #TREASURE,0
#Sorry but #Stop #Eating #Wildlife #China - including #poor #Bats #Tigers and the rest. U R #killing #Wildlife that is for #Future #Genertions to #admire #endangering them #ALL #extinction is #forever,0
"Stop interfering forign countries (#china,#UAE ,#Russia ,#iran and #turkey ) on #Tigray genocide ,#massacred .#StopDroneAttacks
#stopaidmilitaryguns #StopTigrayGenocide #StopBombingTigray #stopmasskilling 
@UN 
@POTUS 
@SecBlinken 
@UN_HRC 
@amnesty https://t.co/dyBO6T42Ob",0
"♠️no loss♠️
#chinese #chinesewomam #chineseslut #china #chinesebitch #chineseBBC #chinesefuck #blasian #chineseblackfuck  #blackman #blackcock #Meihei #chinesemeihei #BBC #analfuck #pussyfuck #blowjob https://t.co/M36KwdJIGi",0
"Today, direct from #China (ordered on 22/03/20) I received my; #FuckOff you germy cunts #COVID19 face covering 🦠 https://t.co/vmHcSFkXhQ",1
It feels so good! #nsfwtwt #nsfwtw #nsfw #nsfwaudio #wet #college #collegestudents #china #horny #collegewhore #jav #asian #barelylegal #incest #leaked #leak #public #skirt #upskirt #cumshot #titdrop #tit #hugetits #pussy #masturbate #dildo #fakecum #maid #single https://t.co/vf4xKIcPKY,0
"🔥🔥🔥CEASE FIRE🔥🔥🔥‼️‼️
STOP THIS WAR CRIMES.

THE WAR IS WITH MILITARY NOT CIVILIANS...

SAY TO YOUR TROOPS TO LET PEOPLE LEAVE MARIUPOL.

YOU WANT THE LANDOR KILLING PEOPLE ????
#CHINA #XiJinping https://t.co/pNzYfgRf1X",0
"It's so hard being a #ChineseWoman living in #China. I had to literally beg for #WhiteMen to fuck my #ChinesePussy. And even had to risk being beaten up by jealous #Asianwives.

#AsianGirls in #America just don't know how easy they've got, to be surrounded by #BWCs https://t.co/uzxzoUPVpP",0
